G,speed,plvD_r,aecD_r,plvT_r,aecT_r,plvA_r,aecA_r,plvB_r,aecB_r,plvG_r,aecG_r,Average,PLVavg,AECavg
18.2,7.5,0.195258365,0.110309873,0.314254454,0.301083464,0.324568244,0.342416079,0.221007271,0.189027617,0.187065142,0.093916785,0.227890729,0.248430695,0.207350764
18.4,8.7,0.213185176,0.062034654,0.307198445,0.328271606,0.310422797,0.322806065,0.268280688,0.236230164,0.161916592,0.063299494,0.227364568,0.25220074,0.202528397
14.6,2.7,0.203351254,0.207387184,0.275331283,0.276812034,0.288414497,0.124452335,0.234105156,0.234922087,0.268395908,0.155130068,0.226830181,0.25391962,0.199740742
14,3.1,0.259862328,0.167990866,0.396641711,0.197586955,0.245631101,0.123493886,0.21212686,0.191365762,0.218203199,0.252444985,0.226534765,0.26649304,0.186576491
16.2,3.1,0.146142913,0.157356343,0.265716512,0.32102081,0.337704924,0.24022897,0.156870193,0.213240553,0.246746556,0.177655002,0.226268278,0.23063622,0.221900336
14,1.7,0.328054061,0.21315757,0.256776171,0.275210124,0.328121048,0.14199742,0.238636434,0.170834297,0.196511651,0.11092435,0.226022313,0.269619873,0.182424752
14.6,2.3,0.24003117,0.20718683,0.270473073,0.287387709,0.298821259,0.153250137,0.205523917,0.203843931,0.240751579,0.151567042,0.225883665,0.2511202,0.20064713
15.4,2.7,0.125785661,0.241697638,0.277841404,0.299815177,0.307121557,0.222076469,0.194843641,0.181895496,0.227830985,0.176847407,0.225575544,0.22668465,0.224466437
16.2,2.7,0.150318903,0.134808334,0.265531724,0.320066458,0.34286128,0.245419943,0.180186766,0.22771541,0.204049098,0.18359946,0.225455738,0.228589554,0.222321921
16.6,9.1,0.189937996,0.103263791,0.37257178,0.19896745,0.320769563,0.223479964,0.296736228,0.270095344,0.095608942,0.182576889,0.225400795,0.255124902,0.195676688
15.8,3.1,0.1457616,0.226083813,0.269790115,0.296004589,0.316331725,0.180613669,0.184536273,0.198776812,0.236485646,0.199511832,0.225389607,0.230581072,0.220198143
14.4,3.9,0.204168926,0.131666462,0.410855104,0.22339849,0.266067508,0.183264205,0.133948316,0.204976031,0.231083927,0.262639264,0.225206823,0.249224756,0.20118889
16.6,3.1,0.226288935,0.113340603,0.271175426,0.337454241,0.362977604,0.256351319,0.170148135,0.184485388,0.213918402,0.1144387,0.225057875,0.2489017,0.20121405
14.2,8.3,0.146220937,0.092720296,0.315981036,0.272150754,0.313969606,0.146250907,0.281703091,0.28227096,0.164821624,0.229664763,0.224575397,0.244539259,0.204611536
16.6,9.9,0.205842872,0.07221108,0.356475413,0.194592705,0.369974321,0.23616558,0.306745608,0.211445362,0.087566494,0.19977998,0.224079942,0.265320942,0.182838941
17.4,5.5,0.235038618,0.088980798,0.229985793,0.336717798,0.284366504,0.358194017,0.201924038,0.230437574,0.138592243,0.133374956,0.223761234,0.217981439,0.229541029
16.2,3.5,0.133841536,0.215195757,0.236582111,0.328147402,0.29269774,0.194426585,0.138480761,0.25045791,0.218819072,0.223851716,0.223250059,0.204084244,0.242415874
14.8,2.3,0.205228399,0.200868433,0.264659038,0.284923394,0.301499365,0.183332768,0.22056757,0.182687898,0.244184401,0.143251586,0.223120285,0.247227755,0.199012816
17.4,5.1,0.248312659,0.105788348,0.241071631,0.38750484,0.27875648,0.346798867,0.199434905,0.208642363,0.158876621,0.05432447,0.222951118,0.225290459,0.220611778
14.4,4.7,0.152346793,0.104396877,0.357462464,0.24653181,0.312360954,0.232872345,0.16981615,0.255702601,0.187528526,0.210434464,0.222945298,0.235902977,0.209987619
15,9.9,0.09175811,0.072778162,0.299942744,0.284198399,0.397081517,0.198634016,0.335131541,0.287063777,0.052935847,0.2095881,0.222911221,0.235369952,0.210452491
15.8,1.9,0.265589534,0.145067062,0.295183181,0.30496772,0.360762106,0.213172998,0.201014318,0.176955409,0.171876946,0.093860366,0.222844964,0.258885217,0.186804711
15,2.7,0.157982732,0.192219501,0.273687384,0.257506974,0.311167082,0.229835426,0.191129922,0.18741059,0.240165674,0.183713197,0.222481848,0.234826559,0.210137138
14.4,2.7,0.183748906,0.174245454,0.274250977,0.290471022,0.263432582,0.146729325,0.230019899,0.238314463,0.238226351,0.18324616,0.222268514,0.237935743,0.206601285
17.8,5.1,0.240788759,0.021420127,0.2956061,0.329726837,0.318067138,0.3395526,0.198201482,0.188178247,0.177183326,0.113893578,0.222261819,0.245969361,0.198554278
14.2,3.9,0.178767343,0.168812833,0.318035379,0.248213392,0.268595208,0.125767464,0.153135257,0.279240666,0.21256374,0.268678718,0.222181,0.226219385,0.218142615
18.4,9.9,0.169067087,0.117718387,0.285971395,0.325321004,0.288150677,0.360559631,0.22076924,0.22398761,0.145653835,0.083504102,0.222070297,0.221922447,0.222218147
16,2.9,0.139008036,0.203632032,0.257102062,0.310620255,0.3309687,0.161234189,0.181954849,0.170919293,0.262570211,0.194705035,0.221271466,0.234320772,0.208222161
18.2,9.1,0.231912212,0.090203135,0.274743692,0.30775342,0.279572279,0.327726023,0.244135962,0.230114226,0.148811164,0.076674363,0.221164648,0.235835062,0.206494233
18,6.9,0.23844573,0.084757848,0.301179739,0.245602726,0.319454,0.371117462,0.214405641,0.181258008,0.180847911,0.073132841,0.221020191,0.250866604,0.191173777
16,2.5,0.17797178,0.140428867,0.256103884,0.313307473,0.338817649,0.246512436,0.191918005,0.165580743,0.213456344,0.164316613,0.220841379,0.235653532,0.206029226
16,2.7,0.128159876,0.212764631,0.25484053,0.309506466,0.351145992,0.198638799,0.190528116,0.150811954,0.233903006,0.174449944,0.220474931,0.231715504,0.209234359
18.4,9.5,0.209502424,0.057568009,0.317169086,0.295355134,0.312800217,0.329383588,0.235445096,0.181641691,0.16428158,0.101026756,0.220417358,0.247839681,0.192995036
17.6,7.1,0.245435208,0.104638603,0.196636639,0.309912978,0.25749617,0.316160284,0.219702392,0.260637058,0.144756836,0.147381917,0.220275809,0.212805449,0.227746168
17.2,3.9,0.260366958,0.093622488,0.270803965,0.320054437,0.344026326,0.259918875,0.16629658,0.144136285,0.235121496,0.103834007,0.219818142,0.255323065,0.184313218
17.8,6.3,0.215357601,0.100577773,0.279506377,0.288836093,0.306749117,0.306823396,0.202068454,0.22538505,0.173147129,0.098054148,0.219650514,0.235365736,0.203935292
14.8,3.1,0.163423725,0.137322224,0.267556721,0.283522028,0.29445758,0.130441355,0.197324867,0.228797228,0.301431862,0.191970179,0.219624777,0.244838951,0.194410603
14.4,7.9,0.103062577,0.094013154,0.322436733,0.254228955,0.374591024,0.195727334,0.263223035,0.311308068,0.090296501,0.18220413,0.219109151,0.230721974,0.207496328
14.8,1.5,0.264138224,0.147060818,0.246927065,0.254678267,0.348723378,0.145964118,0.230154028,0.209664766,0.204644475,0.137968991,0.218992413,0.258917434,0.179067392
18,6.3,0.240063129,0.067063154,0.30086848,0.293193792,0.30299479,0.298417406,0.214946872,0.203005712,0.151520556,0.11704521,0.21891191,0.242078765,0.195745055
14,1.5,0.293735226,0.108863311,0.257531224,0.238012569,0.330298902,0.14366521,0.256821557,0.201188269,0.238131977,0.119853553,0.21881018,0.275303777,0.162316582
18,6.7,0.253588531,0.080255113,0.270574646,0.296589984,0.270846366,0.333338828,0.227009769,0.201573217,0.165057194,0.083139039,0.218197269,0.237415301,0.198979236
17.4,5.9,0.261007462,0.088184873,0.204678086,0.337489916,0.244844906,0.314734757,0.20711227,0.256229239,0.171013537,0.096609714,0.218190476,0.217731252,0.2186497
18,6.1,0.187757743,0.056457204,0.308160203,0.335653186,0.318167464,0.34405797,0.21534678,0.166883941,0.151354595,0.097403484,0.218124257,0.236157357,0.200091157
19.4,9.1,0.20234811,0.116594285,0.251969727,0.318904928,0.263504073,0.279093921,0.295223069,0.192782269,0.175852344,0.081567681,0.217784041,0.237779465,0.197788617
18.6,9.1,0.189562429,0.067771917,0.292268698,0.31265132,0.28484099,0.375239679,0.21924539,0.19133141,0.159933868,0.083998039,0.217684374,0.229170275,0.206198473
18,10.9,0.250751689,0.074096977,0.194033625,0.331518385,0.170838158,0.364078335,0.212305144,0.281643623,0.163092868,0.134025869,0.217638467,0.198204297,0.237072638
16,2.3,0.166496887,0.149430861,0.267939955,0.284681128,0.331704403,0.209990209,0.209103714,0.181654047,0.20849797,0.163253585,0.217275276,0.236748586,0.197801966
17,3.1,0.214517534,0.093953902,0.271703663,0.283175967,0.315135355,0.267943276,0.194848105,0.17558972,0.240317388,0.114851738,0.217203665,0.247304409,0.187102921
14.2,1.5,0.305271827,0.143017053,0.229049935,0.239300503,0.337062875,0.125912749,0.251245931,0.181099714,0.226343504,0.132818279,0.217112237,0.269794814,0.16442966
14.4,1.5,0.353575918,0.101829228,0.231118452,0.244982548,0.320329013,0.134209228,0.246921196,0.195732371,0.193000239,0.14507532,0.216677351,0.268988964,0.164365739
15.8,2.3,0.166137813,0.129257428,0.260927305,0.314824221,0.350804994,0.247997434,0.21909586,0.152671976,0.182180834,0.142205314,0.216610318,0.235829361,0.197391275
14.2,1.9,0.283004933,0.156369824,0.275974023,0.224176992,0.320386678,0.145016844,0.227526068,0.17929908,0.232082025,0.121991762,0.216582823,0.267794745,0.1653709
15,9.5,0.078623838,0.028929179,0.335065342,0.242176378,0.379185097,0.255338089,0.28992613,0.284282536,0.054509373,0.217366762,0.216540272,0.227461956,0.205618589
14.6,1.5,0.319366377,0.128121671,0.222387928,0.240176452,0.326297002,0.136829153,0.237917326,0.223730073,0.214587717,0.111147131,0.216056083,0.26411127,0.168000896
18,5.5,0.208508397,0.053867508,0.296573624,0.344474296,0.313681806,0.377027467,0.209079634,0.133503183,0.162209414,0.060356371,0.21592817,0.238010575,0.193845765
18,11.7,0.249511358,-0.000318138,0.223915705,0.350669213,0.223812959,0.330055873,0.233080261,0.257683224,0.180501199,0.109350364,0.215826202,0.222164296,0.209488107
18,6.5,0.235647992,0.039520532,0.302352654,0.349090874,0.321321393,0.294430397,0.227599802,0.177582825,0.148027773,0.062094616,0.215766886,0.246989923,0.184543849
18.2,8.3,0.224151903,0.056489008,0.279542955,0.256646002,0.285653501,0.377176018,0.230199714,0.222540833,0.159808944,0.064792323,0.21570012,0.235871403,0.195528837
18.6,6.7,0.170475749,0.080484746,0.286988989,0.319450988,0.295191069,0.327898159,0.227648162,0.214679688,0.151695533,0.081634903,0.215614799,0.2263999,0.204829697
18.2,7.9,0.19941489,0.048409245,0.292862799,0.27643958,0.31163278,0.363152317,0.230927597,0.214123581,0.169296766,0.048699543,0.21549591,0.240826966,0.190164853
14,1.9,0.328608456,0.141542984,0.277834052,0.246308135,0.330377098,0.107893549,0.251761192,0.15043032,0.220650419,0.099002193,0.21544084,0.281846243,0.149035436
17,3.5,0.243297437,0.032290166,0.269442776,0.316029894,0.348652291,0.310214139,0.163276023,0.180386934,0.218553199,0.069529449,0.215167231,0.248644345,0.181690116
18,4.3,0.17484643,0.119732015,0.296392826,0.290344787,0.320784619,0.319061458,0.196727501,0.167959928,0.170304424,0.094992904,0.215114689,0.23181116,0.198418218
18,10.5,0.238025897,0.073204495,0.225149914,0.326486208,0.238945552,0.363096821,0.232134875,0.191707466,0.188494494,0.072214765,0.214946049,0.224550146,0.205341951
16.6,2.7,0.232949338,0.049609565,0.263769993,0.310895876,0.337568022,0.203197446,0.209197432,0.194392015,0.222104109,0.12519096,0.214887476,0.253117779,0.176657172
18,7.1,0.222658718,0.074583994,0.312671124,0.311602526,0.325595107,0.286229219,0.220960401,0.200914203,0.140371881,0.053230839,0.214881801,0.244451446,0.185312156
14.6,9.9,0.158342322,0.115229095,0.290984546,0.196425581,0.253708925,0.169881919,0.276297794,0.278787367,0.177923602,0.231232242,0.214881339,0.231451438,0.198311241
18.2,7.1,0.180573015,0.075397528,0.298927985,0.30200525,0.299304445,0.319872366,0.214213775,0.188956765,0.16787294,0.099766041,0.214689011,0.232178432,0.19719959
17.8,5.5,0.220768994,0.07367626,0.283599975,0.338155377,0.306932531,0.289710768,0.2233621,0.212936067,0.121216437,0.075570018,0.214592853,0.231176007,0.198009698
18,10.1,0.238064357,-0.018839129,0.225290908,0.331751535,0.245044388,0.364125857,0.223972068,0.247215467,0.178350595,0.109929761,0.214490581,0.222144463,0.206836698
15.4,1.9,0.20099243,0.131727241,0.246534377,0.262318982,0.364091205,0.204606634,0.215635634,0.194201469,0.215112469,0.109005294,0.214422574,0.248473223,0.180371924
14,7.1,0.12590299,0.106538155,0.334328931,0.269924899,0.343440653,0.161329759,0.214191435,0.262129146,0.144175704,0.181450753,0.214341243,0.232407943,0.196274542
18.8,9.1,0.21192889,0.075418861,0.265415733,0.315653899,0.251040636,0.342392698,0.254093677,0.19941289,0.168626504,0.055979211,0.2139963,0.230221088,0.197771512
18.8,7.5,0.208437374,0.123469213,0.284502745,0.269452288,0.272165737,0.334649116,0.238125101,0.225019841,0.117513102,0.066416305,0.213975082,0.224148812,0.203801353
19.2,9.1,0.199322424,0.106232766,0.266429041,0.316332633,0.283948571,0.349130228,0.266389449,0.132955977,0.135886619,0.08150073,0.213812844,0.230395221,0.197230467
14.8,9.5,0.120633696,0.006500671,0.293165661,0.294708418,0.372763346,0.181267455,0.269438371,0.304187659,0.071284648,0.224063973,0.21380139,0.225457144,0.202145635
18,8.5,0.190314989,-0.011158798,0.274757795,0.339485996,0.298314555,0.345792105,0.227045721,0.222140218,0.150696361,0.097996284,0.213538523,0.228225884,0.198851161
18.2,6.3,0.212807942,0.077530555,0.295858082,0.29654491,0.305175732,0.306138838,0.202069034,0.16757001,0.157796733,0.112916195,0.213440803,0.234741505,0.192140102
14.2,8.7,0.115663241,0.104533956,0.227636055,0.24479762,0.342639331,0.18243033,0.265968131,0.28811667,0.136749566,0.222428632,0.213096353,0.217731265,0.208461442
18.6,7.5,0.226080585,0.0810232,0.285872275,0.259195474,0.287909041,0.360050588,0.209385389,0.193856639,0.144982291,0.081013513,0.2129369,0.230845916,0.195027883
18,5.9,0.205200724,0.089512787,0.305863882,0.285705285,0.315046176,0.323795869,0.214399508,0.159370073,0.172752835,0.056215854,0.212786299,0.242652625,0.182919974
18,4.9,0.219888095,0.071434426,0.316054384,0.269200192,0.324559551,0.317992919,0.207371858,0.14507355,0.176362766,0.079379389,0.212731713,0.248847331,0.176616095
17.8,4.7,0.235785536,0.046531101,0.291061137,0.323048209,0.296824977,0.318151455,0.207668132,0.129931943,0.180128303,0.094511543,0.212364234,0.242293617,0.18243485
16,3.3,0.114376895,0.238644203,0.248061855,0.293218458,0.30347217,0.220587553,0.092014541,0.202323881,0.217892218,0.192968306,0.212356008,0.195163536,0.22954848
15.6,2.3,0.164958564,0.183637609,0.23333238,0.253228179,0.314080929,0.187291758,0.190081027,0.201455876,0.22212496,0.169671061,0.211986234,0.224915572,0.199056897
19,7.9,0.218967515,0.03012186,0.269185817,0.3140435,0.285197044,0.36117711,0.252368573,0.164705094,0.156317551,0.067170162,0.211925423,0.2364073,0.187443545
19.2,8.3,0.220664686,0.120494822,0.264443225,0.302944824,0.279249983,0.364857306,0.229451384,0.147363469,0.128875884,0.060128569,0.211847415,0.224537032,0.199157798
14.6,9.1,0.107771002,0.038824485,0.26604759,0.280162561,0.362093856,0.2056628,0.265615946,0.258280492,0.10803835,0.223228266,0.211572535,0.221913349,0.201231721
17.2,3.5,0.205867022,0.063878905,0.285218117,0.307539215,0.33650524,0.295750135,0.184172346,0.155303724,0.231165085,0.050290551,0.211569034,0.248585562,0.174552506
14,1.3,0.279312052,0.113290562,0.256413586,0.217547368,0.311007486,0.191500783,0.254942639,0.227579046,0.200849883,0.061860674,0.211430408,0.260505129,0.162355687
15.6,1.9,0.190096081,0.132847073,0.25692649,0.309997296,0.359987364,0.224427734,0.184775844,0.174856368,0.176485625,0.102412454,0.211281233,0.233654281,0.188908185
17.6,4.7,0.215797951,0.050807902,0.273043988,0.328155832,0.303082844,0.2564192,0.20555332,0.188627999,0.182107888,0.108748205,0.211234513,0.235917198,0.186551828
19,9.5,0.140097402,0.072769062,0.283839688,0.293093053,0.275283537,0.380766806,0.242529453,0.203951318,0.115186258,0.102122326,0.21096389,0.211387268,0.210540513
19,5.1,0.191771419,0.02303134,0.277643291,0.27024904,0.281042546,0.413621827,0.243908126,0.145781205,0.215161309,0.046884874,0.210909498,0.241905338,0.179913657
18.4,7.9,0.165304983,0.054395942,0.291638006,0.309586681,0.298834564,0.363543639,0.218178154,0.171328787,0.168943994,0.066183296,0.210793805,0.22857994,0.193007669
14.6,9.5,0.073442848,0.065184682,0.313520429,0.252841446,0.385982218,0.207245304,0.283690169,0.251482731,0.084092271,0.189409258,0.210689136,0.228145587,0.193232684
18,9.1,0.216423474,0.047563108,0.234282463,0.301583498,0.230956162,0.343484812,0.232136657,0.200494363,0.194334002,0.103319263,0.21045778,0.221626552,0.199289009
19.2,9.9,0.189489769,0.111710424,0.252121778,0.289505166,0.277847831,0.322853687,0.27437888,0.182562164,0.168571338,0.034613302,0.210365434,0.232481919,0.188248949
18.6,6.3,0.197395816,0.059604386,0.284677571,0.311309522,0.295633147,0.368734818,0.219769813,0.162149543,0.130949237,0.070726575,0.210095043,0.225685117,0.194504969
15.2,2.7,0.11124021,0.209499473,0.25418827,0.26332903,0.304726927,0.156844851,0.198431323,0.198738089,0.254373584,0.149005505,0.210037726,0.224592063,0.19548339
18.2,5.1,0.211745687,0.046682688,0.306717311,0.261072574,0.300498225,0.324505748,0.197033016,0.169486794,0.173416697,0.108581394,0.209974013,0.237882187,0.18206584
18.8,7.9,0.198670569,0.028712189,0.294102273,0.323288809,0.301189413,0.355526939,0.242354119,0.16672195,0.108932699,0.079828031,0.209932699,0.229049815,0.190815584
15.2,1.5,0.198686135,0.152343347,0.282863556,0.267134834,0.347365936,0.166733889,0.265562732,0.145898386,0.161675295,0.11075453,0.209901864,0.251230731,0.168572997
17.6,6.7,0.269745057,0.070151572,0.218042136,0.310649809,0.254727028,0.324164469,0.198573595,0.207438128,0.177818459,0.067336678,0.209864693,0.223781255,0.195948131
18,2.9,0.193750239,0.105687692,0.320920055,0.248584747,0.345685782,0.267191154,0.19616792,0.104894429,0.25089917,0.064831003,0.209861219,0.261484633,0.158237805
18.6,5.1,0.136692704,0.095041204,0.304848941,0.260444554,0.3070931,0.327843553,0.224597026,0.165349507,0.19152504,0.084425865,0.209786149,0.232951362,0.186620937
19,9.9,0.202636327,0.029344491,0.277523681,0.301447229,0.29275191,0.350702123,0.237713023,0.154649095,0.189255486,0.060753955,0.209677732,0.239976085,0.179379379
18,4.7,0.198371116,0.03787469,0.300432719,0.29318086,0.304130378,0.301022381,0.193376066,0.159398411,0.212643592,0.094733638,0.209516385,0.241790774,0.177241996
19,9.1,0.196662011,0.105914834,0.274020063,0.293320708,0.288877127,0.332145901,0.246380233,0.173991056,0.136421714,0.042745532,0.209047918,0.22847223,0.189623606
19.4,9.9,0.198331696,0.049324129,0.242866366,0.306155356,0.249862233,0.371582737,0.280958362,0.171079208,0.133257508,0.087048073,0.209046567,0.221055233,0.197037901
18.8,7.1,0.176249794,0.036490592,0.269594262,0.323763255,0.273516212,0.394265814,0.235033001,0.158335026,0.151288042,0.071215448,0.208975145,0.221136262,0.196814027
18.8,6.3,0.189686768,0.094400183,0.283862191,0.241040275,0.278863721,0.354189452,0.25894647,0.179659422,0.148172148,0.056493066,0.20853137,0.23190626,0.18515648
17.8,7.5,0.194213189,0.040573867,0.237453809,0.323130553,0.255392657,0.306671384,0.206212375,0.246466649,0.18593656,0.085923677,0.208197472,0.215841718,0.200553226
18.4,7.1,0.192955478,0.006788342,0.318714382,0.255895147,0.319615695,0.364713407,0.221674865,0.164203227,0.122395662,0.114383663,0.208133987,0.235071216,0.181196757
17.6,3.9,0.226448931,0.072515619,0.300272793,0.281391695,0.334699572,0.259597383,0.19706094,0.132168793,0.199013201,0.077252187,0.208042111,0.251499087,0.164585135
19,6.7,0.188762657,0.048579148,0.253956075,0.282563733,0.269355642,0.389962763,0.264199398,0.171364689,0.153427021,0.057946171,0.20801173,0.225940159,0.190083301
