G,speed,plvD_r,aecD_r,plvT_r,aecT_r,plvA_r,aecA_r,plvB_r,aecB_r,plvG_r,aecG_r,Average,PLVavg,AECavg
30,8.9,0.143197004,0.038175136,0.212831055,0.190611936,0.212222298,0.266323252,0.258223861,0.156211494,0.172270635,0.097168315,0.174723499,0.199748971,0.149698027
18.2,2.3,0.215632244,0.041725087,0.243245406,0.211550338,0.243897249,0.147529254,0.241424059,0.110446873,0.228019465,0.063473399,0.174694337,0.234443685,0.11494499
14.6,7.5,0.081062078,0.041521182,0.324168375,0.183816536,0.330143725,0.170376876,0.210454404,0.19945367,0.052178923,0.153693861,0.174686963,0.199601501,0.149772425
19.8,3.9,0.120022214,0.014738806,0.257931489,0.177711012,0.279369393,0.284018624,0.241630406,0.102996268,0.192135745,0.075608775,0.174616273,0.218217849,0.131014697
19.6,7.9,0.167622042,0.004193339,0.219596237,0.229237091,0.222291222,0.271519258,0.24971414,0.173832707,0.131041314,0.075226259,0.174427361,0.198052991,0.150801731
14,0.1,0.067378756,0.121928107,0.217588513,0.131881289,0.238882506,0.15391086,0.326115649,0.209428507,0.130147955,0.14640374,0.174366588,0.196022676,0.152710501
14.8,4.3,0.134974781,0.088008118,0.330611519,0.181406748,0.23986483,0.173773812,0.134053741,0.14922709,0.204872847,0.106540506,0.174333399,0.208875544,0.139791255
19.4,5.1,0.152456274,0.003742597,0.276674781,0.154812264,0.303309789,0.241271043,0.266815561,0.121632539,0.204821539,0.016722581,0.174225897,0.240815589,0.107636205
20,11.7,0.1169762,0.024638292,0.181017831,0.270848327,0.144652204,0.329557079,0.292519538,0.170680684,0.13640308,0.074445873,0.174173911,0.174313771,0.174034051
15.6,5.9,0.125174172,0.074858372,0.297649287,0.240090027,0.272536946,0.165918162,0.181095172,0.130097361,0.119398422,0.134864907,0.174168283,0.1991708,0.149165766
16,7.7,0.095671565,0.056989848,0.314791431,0.196457785,0.310898636,0.179183196,0.250779922,0.121023934,0.104321679,0.109918312,0.174003631,0.215292647,0.132714615
16.4,7.9,0.116295184,0.096468914,0.286011785,0.211505598,0.288567334,0.21669425,0.24738393,0.13932565,0.021873306,0.115468932,0.173959488,0.192026308,0.155892669
15.8,7.1,0.113692523,0.033906058,0.276087931,0.196871559,0.316466104,0.171482477,0.213282914,0.167154756,0.134313664,0.115744448,0.173900243,0.210768627,0.13703186
14.4,6.3,0.070456786,0.079215958,0.336213949,0.173468605,0.329540955,0.179516248,0.164737676,0.132101053,0.129730812,0.142732992,0.173771503,0.206136036,0.141406971
22,6.1,0.158017684,0.094844677,0.224049242,0.210737655,0.20208999,0.312994406,0.249579009,0.082553798,0.155438125,0.047147973,0.173745256,0.19783481,0.149655702
28,4.5,0.074403073,0.130631187,0.221361322,0.156903976,0.222992911,0.23888696,0.234779554,0.150435288,0.185083521,0.121121431,0.173659922,0.187724076,0.159595768
22,9.3,0.106992421,0.076897129,0.218938452,0.240308967,0.208323705,0.274007775,0.333924881,0.068116243,0.173264747,0.034130847,0.173490517,0.208288841,0.138692192
14.6,8.3,0.090638758,0.083193495,0.292537946,0.16532849,0.343162334,0.209621181,0.159530224,0.18083015,0.07538507,0.134168456,0.17343961,0.192250866,0.154628354
15,8.3,0.0596861,0.031914217,0.32123555,0.196098772,0.316248173,0.212075788,0.235861706,0.165716301,0.060135464,0.13514901,0.173412108,0.198633399,0.148190818
14.4,6.7,0.076023473,0.078512924,0.32449754,0.157629547,0.35914552,0.176520861,0.154977532,0.167142896,0.091269977,0.148064255,0.173378453,0.201182808,0.145574097
17.2,1.9,0.166030197,0.028212676,0.254904643,0.211697424,0.283624072,0.148271755,0.251750762,0.105792577,0.168371939,0.114251384,0.173290743,0.224936323,0.121645163
19.2,3.9,0.15240801,0.048122741,0.231804049,0.20983395,0.234292465,0.255255154,0.224423635,0.121347554,0.198656163,0.056246476,0.17323902,0.208316864,0.138161175
17.6,1.9,0.162008964,0.110256246,0.245918881,0.23846488,0.262117697,0.140363002,0.233182725,0.07729185,0.183606498,0.077542612,0.173075336,0.217366953,0.128783718
28,9.3,0.110878666,0.012258744,0.231351389,0.185391449,0.221391534,0.27146427,0.275582187,0.1552865,0.181075143,0.085665116,0.1730345,0.204055784,0.142013216
22,10.9,0.118553671,0.001045916,0.207737602,0.257812741,0.175915331,0.323813435,0.320923662,0.144843408,0.167449991,0.01126919,0.172936495,0.198116051,0.147756938
14.8,8.3,0.054255602,0.002017701,0.296576076,0.208820491,0.350358464,0.216444977,0.241681742,0.165501028,0.047644139,0.145566163,0.172886638,0.198103205,0.147670072
10,3.3,0.161638256,0.085231093,0.337233481,0.209645286,0.253634559,0.17852128,0.082063516,0.109610752,0.198576916,0.111130742,0.172728588,0.206629346,0.138827831
14.6,6.7,0.09223372,0.028686445,0.319664573,0.184205601,0.316489552,0.174204919,0.18863049,0.188502445,0.09567712,0.138825424,0.172712029,0.202539091,0.142884967
12,0.9,0.176549342,0.069670237,0.252772863,0.170523769,0.285090717,0.094155227,0.303788992,0.139411841,0.197207267,0.037739848,0.17269101,0.243081836,0.102300184
20,2.1,0.107055688,0.099033192,0.278318428,0.190316534,0.296326263,0.1504902,0.231569652,0.103300935,0.201457266,0.068957184,0.172682534,0.222945459,0.122419609
18.4,3.1,0.152035166,-0.038423092,0.30118177,0.201911551,0.298706987,0.183985211,0.209739797,0.145986769,0.233181564,0.037775725,0.172608145,0.238969057,0.106247233
15.2,4.7,0.120248218,0.05159251,0.326332419,0.193805987,0.287587613,0.1711744,0.157801438,0.120650808,0.192465679,0.104265063,0.172592414,0.216887073,0.128297754
14,10.9,0.187898405,0.131416538,0.083775947,0.19135545,0.115815675,0.188963894,0.226722653,0.270878094,0.105543798,0.223309854,0.172568031,0.143951296,0.201184766
16.2,8.3,0.11231685,0.038750271,0.347219987,0.18664487,0.335440701,0.16042128,0.226980037,0.112396431,0.080419449,0.123921701,0.172451158,0.220475405,0.124426911
18.6,2.7,0.163270639,0.021287858,0.265436591,0.173219247,0.280213385,0.170759566,0.226429708,0.100662904,0.228762487,0.093243188,0.172328557,0.232822562,0.111834553
22,6.9,0.142747558,0.029315714,0.218445395,0.246930957,0.209415652,0.315436083,0.271328588,0.085076917,0.183639511,0.019586458,0.172192283,0.205115341,0.139269226
16.4,9.1,0.127564464,0.047410992,0.276549122,0.190737731,0.314952579,0.232251113,0.245939841,0.1258318,0.045524386,0.113225715,0.171998774,0.202106078,0.14189147
17.6,2.3,0.191395748,0.118345857,0.273012201,0.157944716,0.2853068,0.13339166,0.234310609,0.072417951,0.203721666,0.049321096,0.17191683,0.237549405,0.106284256
30,9.3,0.087090337,0.00534129,0.219707569,0.191589876,0.22115464,0.25402838,0.275981429,0.172285694,0.192581257,0.097078216,0.171683869,0.199303046,0.144064691
14.8,7.9,0.058690121,0.003738014,0.295075089,0.215934447,0.338469123,0.196425811,0.182690575,0.19059066,0.082465877,0.152576039,0.171665576,0.191478157,0.151852994
14,6.7,0.075351167,0.087526174,0.339668096,0.180465473,0.332858619,0.169979338,0.153771448,0.177496371,0.083907185,0.114655618,0.171567949,0.197111303,0.146024595
14,8.1,0.150506257,0.156347668,0.16628448,0.176857385,0.099363496,0.069162196,0.225816678,0.262585184,0.158159469,0.250110908,0.171519372,0.160026076,0.183012668
20,3.7,0.149349251,-0.006003969,0.253033172,0.195093448,0.253196765,0.241685554,0.247100189,0.087868628,0.218278759,0.075006515,0.171460831,0.224191627,0.118730035
19.8,9.5,0.131111392,0.002696197,0.211222304,0.24558192,0.193596069,0.316973307,0.2688596,0.153613721,0.11780137,0.072787905,0.171424379,0.184518147,0.15833061
14,4.9,0.108408423,0.069764397,0.311513025,0.163466826,0.247973146,0.187986575,0.116865325,0.162243949,0.196624887,0.149327135,0.171417369,0.196276961,0.146557776
20,4.5,0.134244754,0.013598486,0.239889193,0.221426319,0.232527513,0.243344824,0.246309308,0.108162155,0.212849071,0.061288919,0.171364054,0.213163968,0.129564141
14.6,8.7,0.081744719,0.050273555,0.270816378,0.119996445,0.363120448,0.197799087,0.223174663,0.153701357,0.102968993,0.149516028,0.171311167,0.20836504,0.134257294
15.2,5.5,0.123213538,0.055648475,0.346836928,0.198031347,0.26827889,0.183667692,0.171390598,0.137948741,0.110792058,0.11658893,0.17123972,0.204102402,0.138377037
16,5.9,0.147780357,0.065289853,0.336538575,0.22321689,0.27684989,0.158438676,0.146443164,0.134295106,0.133004417,0.090079003,0.171193593,0.208123281,0.134263906
16,1.7,0.196203046,0.000352283,0.25097634,0.233329416,0.283036915,0.118512355,0.236643573,0.149823725,0.152929854,0.089540888,0.17113484,0.223957946,0.118311733
30,7.7,0.088508928,0.111497673,0.23073557,0.179663678,0.218208692,0.228079074,0.259131806,0.105251346,0.175792609,0.113095153,0.170996453,0.194475521,0.147517385
14,3.3,0.158523945,0.116848129,0.273561019,0.179658688,0.187466303,0.11728014,0.135086114,0.177085162,0.227560502,0.135903931,0.170897393,0.196439577,0.14535521
15.2,5.9,0.114050291,0.064999589,0.313697058,0.174396122,0.282963392,0.201868212,0.192485162,0.103035856,0.122481449,0.138869356,0.170884649,0.20513547,0.136633827
14.8,7.1,0.08264096,0.036308787,0.341432074,0.202745351,0.337112024,0.149766299,0.192408862,0.131950031,0.079406032,0.154645046,0.170841547,0.20659999,0.135083103
14.6,5.9,0.107844555,0.075795012,0.342774728,0.154744709,0.292953844,0.172700962,0.127571501,0.134782648,0.137718014,0.160505897,0.170739187,0.201772528,0.139705846
15.4,5.5,0.106227306,0.072071229,0.316144009,0.221564312,0.298606115,0.185708075,0.134314249,0.125296174,0.148828289,0.097100425,0.170586018,0.200823994,0.140348043
16.4,1.9,0.175423092,0.081744478,0.249775172,0.20113478,0.318543136,0.142780751,0.209219787,0.103871624,0.149818411,0.07235755,0.170466878,0.22055592,0.120377837
28,9.7,0.076151405,0.055292074,0.247503973,0.172426344,0.226131243,0.24199981,0.280891989,0.124486276,0.216587888,0.062352465,0.170382347,0.2094533,0.131311394
14,6.3,0.090237692,-0.006147221,0.351800205,0.169070906,0.323689084,0.207431389,0.18626611,0.150563653,0.107218565,0.123346417,0.17034768,0.211842331,0.128853029
20,9.3,0.177738177,0.046201515,0.208094346,0.218949803,0.163965531,0.214896542,0.290803635,0.143863457,0.180838728,0.057648067,0.17029998,0.204288083,0.136311877
14,5.7,0.103892471,0.08206285,0.338014225,0.161737321,0.298147995,0.181544015,0.128911044,0.152967778,0.163955378,0.090550111,0.170178319,0.206584223,0.133772415
19.8,1.9,0.172895872,0.056780559,0.252343609,0.207050574,0.27903764,0.177977466,0.237802401,0.099335177,0.157587479,0.056517142,0.169732792,0.2199334,0.119532184
15.4,5.1,0.12952521,0.059499621,0.352866374,0.195032117,0.247433754,0.161694999,0.140770657,0.144687783,0.177482033,0.087930219,0.169692277,0.209615606,0.129768948
15.8,6.3,0.100391216,0.019833552,0.355755266,0.234724678,0.283580989,0.177518712,0.179183041,0.108137057,0.131102051,0.106535303,0.169676187,0.210002513,0.12934986
14,0.9,0.139016666,0.079946886,0.23644605,0.081819243,0.303938733,0.179116206,0.313927991,0.042971791,0.277008625,0.042127153,0.169631934,0.254067613,0.085196256
19.6,2.7,0.159798219,0.099310327,0.225065436,0.156803396,0.245203154,0.173902398,0.210955637,0.114165711,0.224699859,0.085829777,0.169573391,0.213144461,0.126002322
16.4,8.7,0.105329125,0.044987385,0.285270975,0.186643374,0.310483568,0.206028519,0.234436785,0.144232818,0.072329633,0.10504671,0.169478889,0.201570017,0.137387761
20,5.7,0.152368267,0.031750194,0.246473356,0.245310291,0.249109747,0.21556712,0.25213104,0.109223529,0.169145355,0.023450683,0.169452958,0.213845553,0.125060363
19.8,3.5,0.166566483,-0.016232506,0.24125565,0.178449754,0.260335683,0.213627026,0.243118769,0.123321992,0.23874679,0.044647204,0.169383685,0.230004675,0.108762694
15,9.1,0.069268158,-0.006430597,0.311074051,0.154033766,0.36556733,0.208310505,0.24143888,0.129305708,0.08071354,0.139417587,0.169269893,0.213612392,0.124927394
15.8,7.5,0.081269543,0.022950603,0.312362553,0.207682899,0.357335597,0.204278887,0.209036501,0.113865941,0.046588512,0.134842861,0.16902139,0.201318541,0.136724238
14,4.3,0.110094931,0.077532153,0.308860409,0.167997469,0.241900073,0.15660884,0.064341432,0.199028615,0.219812537,0.142281642,0.16884581,0.189001876,0.148689744
22,8.9,0.095774828,0.011350898,0.220819432,0.223452425,0.211716437,0.28117219,0.306558383,0.092146327,0.180024059,0.064426525,0.16874415,0.202978628,0.134509673
19.6,9.1,0.10122078,-0.019198061,0.218239384,0.242825404,0.218676407,0.30649977,0.295933105,0.162744092,0.130324577,0.028492331,0.168575779,0.192878851,0.144272707
19.8,2.3,0.170373776,0.073789017,0.252727169,0.167877691,0.272011783,0.190102538,0.224041505,0.079582286,0.203528392,0.049945266,0.168397942,0.224536525,0.11225936
18.4,2.3,0.154409612,-0.000636772,0.281935967,0.173870888,0.295234012,0.168931128,0.225139413,0.101995933,0.192608732,0.088261356,0.168175027,0.229865547,0.106484507
20,4.9,0.137983261,0.048783189,0.249961511,0.15968928,0.240554042,0.229272932,0.250451579,0.110843604,0.225061089,0.029006366,0.168160685,0.220802296,0.115519074
15.8,5.9,0.136834116,0.040391732,0.319930673,0.213238284,0.278422147,0.178829342,0.155404223,0.141017327,0.12243956,0.094960934,0.168146834,0.202606144,0.133687524
19.8,4.3,0.122618708,-0.009253408,0.251411266,0.177125407,0.253530321,0.242788724,0.250188253,0.09471426,0.207940073,0.089760835,0.168082444,0.217137724,0.119027164
14.2,9.5,0.188182592,0.145327467,0.132418797,0.180647658,0.090373852,0.084206599,0.215754742,0.2540973,0.152853462,0.236469155,0.168033162,0.155916689,0.180149636
19.8,2.7,0.136280136,0.024815078,0.254082048,0.184556402,0.269533104,0.155840144,0.2200981,0.103248193,0.213749913,0.117781402,0.167998452,0.21874866,0.117248244
15.8,1.5,0.238005405,0.091180948,0.249676593,0.164219862,0.285303518,0.074340528,0.237460602,0.139103633,0.153080339,0.046357075,0.16787285,0.232705291,0.103040409
19.6,4.7,0.130177584,0.073615887,0.225035344,0.166400337,0.234791878,0.261976055,0.252277437,0.079647176,0.166061368,0.088434034,0.16784171,0.201668722,0.134014698
15,5.5,0.11797463,0.020162061,0.32913307,0.190540378,0.273625924,0.192513266,0.126275735,0.142627569,0.130300617,0.153914701,0.167706795,0.195461995,0.139951595
17.2,1.5,0.19310648,0.112288377,0.264630094,0.126957822,0.310950276,0.130359387,0.245609016,0.114521529,0.134468554,0.040273233,0.167316477,0.229752884,0.10488007
22,8.1,0.110566492,0.074103063,0.222221475,0.182017164,0.223561621,0.300163707,0.296419253,0.094758988,0.131882502,0.031797444,0.166749171,0.196930269,0.136568073
19.6,5.1,0.115410599,0.035392998,0.234890434,0.198096656,0.260477819,0.264760503,0.253475376,0.10113647,0.161600885,0.040443867,0.166568561,0.205171023,0.127966099
30,5.7,0.058258059,0.046794004,0.221092393,0.20814359,0.227409103,0.218744222,0.264987433,0.156772887,0.16994559,0.092868948,0.166501623,0.188338516,0.14466473
26,8.1,0.127185413,0.015334352,0.211817626,0.192555677,0.211258458,0.259528942,0.302343563,0.142272248,0.169048989,0.032891276,0.166423654,0.20433081,0.128516499
24,11.7,0.082681933,0.071292439,0.203860461,0.190045452,0.210111618,0.292095301,0.306242294,0.064057999,0.191427567,0.051058531,0.16628736,0.198864775,0.133709944
14.4,9.9,0.137330182,0.102126352,0.147425486,0.182301092,0.086712085,0.132521056,0.223183236,0.263106104,0.148980173,0.238897975,0.166258374,0.148726232,0.183790516
19.4,3.5,0.080898621,-0.011482931,0.300425674,0.1735422,0.300092052,0.183759742,0.271378855,0.095568878,0.220459874,0.046895831,0.16615388,0.234651015,0.097656744
22,4.5,0.105901582,0.047515693,0.262928188,0.210786568,0.218054919,0.273686949,0.223038479,0.066535025,0.232022605,0.020493685,0.166096369,0.208389155,0.123803584
16,7.1,0.11121816,0.063284562,0.300783245,0.20293778,0.310324514,0.166642412,0.199331359,0.135889622,0.067703537,0.101382542,0.165949773,0.197872163,0.134027384
14,5.3,0.079775358,0.065482309,0.298435261,0.167941692,0.213382022,0.203683594,0.132038461,0.171657845,0.180038498,0.145654876,0.165808992,0.18073392,0.150884063
14,4.5,0.0988437,0.066710952,0.345666071,0.171672218,0.221383476,0.090269199,0.110051476,0.189077838,0.229503284,0.134264049,0.165744226,0.201089601,0.130398851
10,1.3,0.213608177,0.031059033,0.272574147,0.099805488,0.241752164,0.189436279,0.2769701,0.096020663,0.207899664,0.024728262,0.165385398,0.24256085,0.088209945
19.8,3.1,0.138761599,-0.004148006,0.257568901,0.196062017,0.26736121,0.183947803,0.22210358,0.068002084,0.221893641,0.101984123,0.165353695,0.221537786,0.109169604
19.6,3.1,0.132248745,-0.046400099,0.243453881,0.179615587,0.27109229,0.279692625,0.21837707,0.089742329,0.247227317,0.038100254,0.165315,0.222479861,0.108150139
14.2,6.7,0.070691261,0.081441057,0.294866346,0.172290868,0.300386972,0.155756231,0.20964047,0.145040321,0.13007293,0.08840516,0.164859162,0.201131596,0.128586727
19,1.9,0.167827275,0.05546448,0.273814334,0.145737676,0.288785769,0.16422389,0.240550753,0.113647521,0.164022822,0.03162278,0.16456973,0.227000191,0.102139269
6,3.7,0.120047698,0.139648544,0.327030718,0.205468546,0.228184694,0.19000534,0.066179713,0.169509152,0.133741772,0.064402208,0.164421839,0.175036919,0.153806758
19.6,2.3,0.111816511,0.041055464,0.258082887,0.166859516,0.283615944,0.212635852,0.221355459,0.082707582,0.194217062,0.069425282,0.164177156,0.213817573,0.114536739
22,4.9,0.168585399,0.060489286,0.238360257,0.154938578,0.221037764,0.229860859,0.248751829,0.097953212,0.168266404,0.053495693,0.164173928,0.209000331,0.119347526
12,3.3,0.098141534,0.04611942,0.333759014,0.164740683,0.24510339,0.195167996,0.093783948,0.147619152,0.247753156,0.067842424,0.164003072,0.203708208,0.124297935
14.4,7.1,0.096641886,0.036654242,0.339107743,0.167379717,0.3115964,0.169560048,0.162247559,0.185462341,0.065778436,0.105061447,0.163948982,0.195074405,0.132823559
22,6.5,0.12776843,0.092792213,0.210125457,0.200639682,0.211336021,0.291064239,0.252962493,0.09264073,0.142596167,0.016909814,0.163883525,0.188957714,0.138809336
19.6,5.5,0.137466947,0.014103055,0.192421235,0.219733562,0.222456062,0.269614517,0.259817148,0.13881542,0.148218742,0.035828772,0.163847546,0.192076027,0.135619065
22,3.7,0.161356412,0.072298879,0.244170975,0.16016833,0.233447328,0.231612761,0.226461732,0.09671413,0.204848402,0.005744568,0.163682352,0.21405697,0.113307734
24,9.7,0.122622927,0.020630236,0.205872549,0.151766973,0.211218782,0.329317354,0.319266349,0.121840965,0.156707955,-0.002661851,0.163658224,0.203137712,0.124178735
19.4,1.9,0.119946674,0.104836813,0.274691049,0.178197916,0.297288154,0.176308948,0.224689666,0.072864908,0.15163463,0.035845734,0.163630449,0.213650035,0.113610864
14,5.9,0.094321047,0.054941574,0.305087675,0.187106403,0.241685589,0.157998596,0.154099204,0.19849196,0.122089004,0.120346538,0.163616759,0.183456504,0.143777014
18,0.1,0.055910064,0.029899209,0.206854151,0.153193199,0.289266867,0.167559133,0.290011941,0.196533579,0.130184124,0.116027888,0.163544016,0.194445429,0.132642602
14,5.5,0.072691309,0.085443919,0.31954082,0.143993958,0.250331446,0.159487745,0.135783103,0.146510585,0.186849135,0.133794311,0.163442633,0.193039163,0.133846104
18.2,1.9,0.13370476,0.043408414,0.263667791,0.179631422,0.273586525,0.164504018,0.249314963,0.10467254,0.191681596,0.028966953,0.163313898,0.222391127,0.104236669
15.2,5.1,0.11291052,0.017358934,0.34223862,0.209856957,0.276564211,0.153150952,0.12662266,0.121892982,0.153479398,0.117166454,0.163124169,0.202363082,0.123885256
14.6,7.1,0.067292451,0.068312778,0.299702097,0.171875756,0.257925594,0.162394825,0.190096075,0.14851596,0.11262831,0.152066431,0.163081028,0.185528905,0.14063315
18.6,2.3,0.171494215,0.007059873,0.265113251,0.144619208,0.285270708,0.160421766,0.224145074,0.100385799,0.19589195,0.075606046,0.163000789,0.22838304,0.097618538
28,6.5,0.066949107,0.050140349,0.243823678,0.179822768,0.222246075,0.243498149,0.28140647,0.103386331,0.156765415,0.081964735,0.163000308,0.194238149,0.131762466
16,0.1,0.080801855,0.006401169,0.256964273,0.119269743,0.269052397,0.146638466,0.286750093,0.203394476,0.144055218,0.113635283,0.162696297,0.207524767,0.117867827
24,10.9,0.119996207,0.005843985,0.204727406,0.186600265,0.217816764,0.275249916,0.308549056,0.125533404,0.148165223,0.033706624,0.162618885,0.199850931,0.125386839
12,2.9,0.091510556,0.053786084,0.307216656,0.14379936,0.181263518,0.183686896,0.13687583,0.203457843,0.205018006,0.11844377,0.162505852,0.184376913,0.140634791
19,2.7,0.139361464,0.081548851,0.246553874,0.174027189,0.27179865,0.189764961,0.224760043,0.069388704,0.205740604,0.021815945,0.162476029,0.217642927,0.10730913
22,7.3,0.119345976,-0.019673632,0.205315145,0.252219107,0.187430197,0.305584468,0.273151529,0.108504948,0.162237749,0.027728918,0.162184441,0.189496119,0.134872762
16.6,1.9,0.159271815,0.048940246,0.249816345,0.232444347,0.301679751,0.118312693,0.235382576,0.100331702,0.154212942,0.020909646,0.162130206,0.220072686,0.104187727
18.8,2.3,0.152278899,0.035283015,0.26240797,0.150859474,0.277277977,0.188342717,0.245586282,0.084649399,0.180714917,0.04303182,0.162043247,0.223653209,0.100433285
28,8.5,0.081179259,-0.015827637,0.240809759,0.195384422,0.231479956,0.283783887,0.283648941,0.101683138,0.162415906,0.055455699,0.162001333,0.199906764,0.124095902
26,8.5,0.119905765,0.015362497,0.221234289,0.176817078,0.229413738,0.260137321,0.290494053,0.117379008,0.15287939,0.036363903,0.161998704,0.202785447,0.121211961
26,11.7,0.122125346,0.126410837,0.167140029,0.130592183,0.174764773,0.240484214,0.284387949,0.09315644,0.20064697,0.073953681,0.161366242,0.189813013,0.132919471
15,4.7,0.100217337,0.046193444,0.352242659,0.215248366,0.254406174,0.15974527,0.108628562,0.109941861,0.169976028,0.096809881,0.161340958,0.197094152,0.125587764
19.2,2.7,0.102097986,0.039985795,0.271117287,0.112349776,0.298944097,0.209750501,0.227945631,0.089306603,0.222843065,0.037958817,0.161229956,0.224589613,0.097870298
22,5.7,0.10566378,0.044186563,0.245796942,0.234607814,0.227438617,0.301286563,0.236345635,0.064386467,0.156809839,-0.01107241,0.160544981,0.194410963,0.126678999
14.2,9.1,0.140279391,0.055825707,0.140059826,0.186229598,0.088214094,0.099162033,0.232128252,0.261847733,0.157954609,0.241400472,0.160310172,0.151727234,0.168893109
14.2,9.9,0.196241084,0.084848858,0.108703929,0.168892204,0.083904371,0.106552295,0.221230318,0.250539293,0.148217071,0.233757683,0.160288711,0.151659355,0.168918067
18,2.1,0.144712751,0.047477829,0.263680353,0.195405176,0.268448269,0.166069078,0.214423127,0.084683212,0.147472925,0.069938935,0.160231166,0.207747485,0.112714846
14,6.9,0.089788235,0.023050866,0.309647821,0.174936646,0.296523614,0.149300812,0.168701462,0.155659089,0.084171217,0.148604872,0.160038463,0.18976647,0.130310457
20,2.5,0.111099129,0.050541825,0.267626777,0.163211114,0.285788478,0.172034135,0.196909787,0.072484249,0.210557657,0.070126713,0.160037986,0.214396366,0.105679607
22,3.3,0.114941549,0.046807233,0.240722133,0.148283834,0.232718246,0.273298432,0.215600902,0.051127287,0.217505355,0.059218049,0.160022302,0.204297637,0.115746967
22,10.1,0.139126881,0.042567171,0.2214369,0.223535486,0.206051139,0.214757457,0.305920424,0.075919539,0.143632452,0.026767337,0.159971479,0.203233559,0.116709398
14,6.5,0.058741414,-0.018279484,0.316319237,0.181714726,0.331797478,0.16131127,0.19396113,0.135597044,0.117653638,0.119687807,0.159850426,0.203694579,0.116006273
18.6,1.9,0.147325075,0.013265683,0.230245739,0.154486199,0.239164747,0.191768996,0.257299419,0.100096339,0.215761197,0.048620418,0.159803381,0.217959235,0.101647527
28,10.1,0.081508121,-0.020010827,0.222897746,0.193410837,0.213657339,0.280127977,0.293152369,0.108068569,0.153121081,0.070887349,0.159682056,0.192867331,0.126496781
14,9.1,0.182567134,0.129962218,0.12082266,0.181102534,0.07953365,0.090460945,0.215598241,0.2393673,0.133196354,0.221449676,0.159406071,0.146343608,0.172468535
22,2.9,0.146374731,0.10288068,0.230987774,0.148457086,0.232705203,0.197864257,0.19218923,0.076024712,0.235083976,0.030210581,0.159277823,0.207468183,0.111087463
30,11.3,0.065302906,-0.025041485,0.222670655,0.184899995,0.223550126,0.253960512,0.276909393,0.105753159,0.206187143,0.077448889,0.159164129,0.198924045,0.119404214
16,1.5,0.176228073,-0.003303654,0.254254995,0.20519389,0.303455882,0.144791594,0.246534987,0.093560308,0.11149954,0.057134855,0.158935047,0.218394695,0.099475399
19,2.3,0.109762091,0.017566929,0.241180654,0.163743538,0.261777888,0.23199971,0.206831854,0.129377236,0.193958168,0.031507653,0.158770572,0.202702131,0.114839013
28,7.7,0.088796729,-0.022467613,0.215039662,0.195021223,0.217561842,0.258253041,0.27387792,0.136899893,0.152945071,0.070920569,0.158684834,0.189644245,0.127725423
32,9.3,0.05391234,0.067504472,0.209270832,0.186401999,0.209865983,0.277656882,0.28097723,0.080709352,0.160087879,0.06028407,0.158667104,0.182822853,0.134511355
18,1.3,0.154020083,0.091166663,0.225012393,0.149710254,0.263043966,0.159336474,0.221078508,0.129461012,0.126992157,0.065805522,0.158562703,0.198029421,0.119095985
14,8.5,0.122256018,0.076671119,0.160109486,0.179565101,0.111786922,0.063994746,0.225493697,0.248402886,0.166930609,0.229915864,0.158512645,0.157315346,0.159709943
14,9.3,0.1061855,0.056763923,0.137050093,0.177285805,0.156620321,0.105105674,0.224874064,0.250598903,0.148171788,0.221573054,0.158422913,0.154580353,0.162265472
34,11.7,0.127195757,-0.019626699,0.194642885,0.164666399,0.198744657,0.2235052,0.276701501,0.159447428,0.159420994,0.099381762,0.158407988,0.191341159,0.125474818
17.8,1.9,0.117811739,0.012290456,0.269034121,0.185313458,0.262242424,0.163225258,0.244922964,0.112344608,0.141033968,0.075770238,0.158398923,0.207009043,0.109788804
19.2,2.3,0.131361584,0.034202185,0.212931666,0.190094356,0.25526157,0.211071481,0.220319836,0.111822329,0.177023185,0.037185769,0.158127396,0.199379568,0.116875224
15.6,5.1,0.15802375,0.068220312,0.310437252,0.147360727,0.239922446,0.136598575,0.124145923,0.112528858,0.182497004,0.10111691,0.158085176,0.203005275,0.113165076
28,3.7,0.106525095,0.026164878,0.232522888,0.170817453,0.224986746,0.22967398,0.227205259,0.112053137,0.189427441,0.056475006,0.157585188,0.196133486,0.119036891
30,10.5,0.074829297,-0.041806333,0.215258133,0.13175835,0.215205267,0.254999941,0.280480044,0.154827118,0.210529932,0.078646718,0.157472847,0.199260535,0.115685159
16.2,1.5,0.210672173,0.03746011,0.248008984,0.152187635,0.278440767,0.106510101,0.242308496,0.146107265,0.142081501,0.010474016,0.157425105,0.224302384,0.090547825
28,5.7,0.087256599,0.005433245,0.243044809,0.201494053,0.238507881,0.240909127,0.260190036,0.100441924,0.127081322,0.069761964,0.157412096,0.191216129,0.123608063
30,7.3,0.071960126,0.001434677,0.2175203,0.169691393,0.202775848,0.247787966,0.283608483,0.128285574,0.191510414,0.059280309,0.157385509,0.193475034,0.121295984
14,0.5,0.071792416,0.092716062,0.248891842,0.162335948,0.269158559,0.142219523,0.251735085,0.131735115,0.182487543,0.020633873,0.157370597,0.204813089,0.109928104
18,1.9,0.14392335,0.128408851,0.23024935,0.194786241,0.237439502,0.124417259,0.236895524,0.062460193,0.144707828,0.069166458,0.157245456,0.198643111,0.1158478
